name,is_classical,choice_depth,split
AffineBasis.coord_vadd,1,6,classical_heldout
dist_triangle_left,0,,val
EuclideanGeometry.inner_weightedVSub,1,1,classical_heldout
CommRingCat.HomTopology.isClosedEmbedding_hom,1,3,classical_heldout
ArchimedeanClass.mk_ratCast_nonneg,1,3,classical_heldout
Nat.Prime.emultiplicity_choose_prime_pow,1,3,classical_heldout
Nat.cast_div,0,,val
cantorStep_mem_cantorSet,1,4,classical_heldout
Set.pairwise_disjoint_smul_iff,1,3,classical_heldout
ValuativeRel.nonempty_orderIso_withZeroMul_int_iff,1,3,classical_heldout
orbit_fixingSubgroup_compl_subset,1,3,classical_heldout
MeasureTheory.SimpleFunc.memLp_approxOn_range,1,5,classical_heldout
isSigmaCompact_iUnion_of_isCompact,1,5,classical_heldout
MultilinearMap.freeFinsuppEquiv_apply,1,3,classical_heldout
ComplexShape.Embedding.AreComplementary.Boundary.exists₁,1,3,classical_heldout
IsPiSystem.tendsto_probabilityMeasure_biUnion,1,4,classical_heldout
Nat.factorization_mul,1,3,classical_heldout
Bornology.IsVonNBounded.image,1,9,classical_heldout
Ideal.iSup_iInf_eq_top_iff_pairwise,1,3,classical_heldout
zero_le_three,0,,train
MeasureTheory.NullMeasurableSet.sUnion,1,6,classical_heldout
AnalyticAt.eventually_constant_or_nhds_le_map_nhds,1,2,classical_heldout
affineIndependent_equiv,1,3,classical_heldout
MeasureTheory.lintegral_rpow_enorm_eq_rpow_eLpNorm',1,4,classical_heldout
IsLocalization.Away.mul,0,,test
concaveOn_univ_piecewise_Iic_of_monotoneOn_Iic_antitoneOn_Ici,0,,val
Finsupp.support_single_subset,0,,train
ProbabilityTheory.IsRatCondKernelCDFAux.mono,1,5,classical_heldout
MeasureTheory.HasFiniteIntegral.tendsto_setIntegral_nhds_zero,1,4,classical_heldout
MeromorphicNFAt.smul_analytic,1,4,classical_heldout
List.prod_min_le,0,,val
WittVector.verschiebung_shift,1,7,classical_heldout
Polynomial.hilbertPoly_zero_left,1,7,classical_heldout
Field.nonempty_algHom_of_exists_root,1,3,classical_heldout
Algebra.smulTower_leftMulMatrix_algebraMap,1,4,classical_heldout
affineSegment_subset_affineSpan,0,,train
List.sym2_map,0,,val
KaehlerDifferential.range_mapBaseChange,1,4,classical_heldout
real_inner_sub_sub_self,1,5,classical_heldout
Polynomial.natDegree_ne_zero_induction_on,1,2,classical_heldout
PrimeSpectrum.stableUnderGeneralization_singleton,0,,train
GaloisField.finrank,1,3,classical_heldout
HasFPowerSeriesOnBall.iteratedFDeriv_eq_sum_of_completeSpace,1,4,classical_heldout
LaurentSeries.hasseDeriv_zero,1,9,classical_heldout
Polynomial.IsPrimitive.isUnit_iff_isUnit_map_of_injective,1,5,classical_heldout
Polynomial.mapAlgEquiv_comp,1,6,classical_heldout
Metric.isBounded_of_abs_le,1,7,classical_heldout
Polynomial.smul_modByMonic,1,2,classical_heldout
Subgroup.normal_of_index_eq_one,1,8,classical_heldout
SimpleGraph.IsBipartiteWith.symm,0,,train
ZMod.differentiableAt_completedLFunction,1,5,classical_heldout
CategoryTheory.Limits.Concrete.prodEquiv_symm_apply_fst,1,5,classical_heldout
MonoidWithZeroHom.snd_comp_inl,1,6,classical_heldout
ExistsContDiffBumpBase.y_smooth,1,2,classical_heldout
AlgebraicGeometry.LocallyRingedSpace.evaluation_naturality,1,3,classical_heldout
RingHom.OfLocalizationSpan.mk,1,7,classical_heldout
Polynomial.Monic.irreducible_iff_roots_eq_zero_of_degree_le_three,1,4,classical_heldout
CategoryTheory.ObjectProperty.IsClosedUnderBinaryProducts.closedUnderIsomorphisms,1,5,classical_heldout
Module.projective_of_localization_maximal,1,4,classical_heldout
MeasureTheory.ennreal_smul_extend,1,2,classical_heldout
Batteries.AssocList.length_replace,0,,train
Nat.descFactorial_le,0,,train
CategoryTheory.Functor.curry_obj_uncurry_obj,0,,train
ProbabilityTheory.measure_le_le_exp_cgf,1,4,classical_heldout
ZLattice.covolume.tendsto_card_div_pow'',1,3,classical_heldout
Subgroup.dense_of_not_isolated_one,1,5,classical_heldout
Nat.log_lt_of_lt_pow',1,6,classical_heldout
eq_of_linearIndepOn_id_of_span_subtype,1,4,classical_heldout
MonomialOrder.degree_add_of_ne,1,3,classical_heldout
GaussianInt.norm_pos,1,7,classical_heldout
Real.rpow_eq_nhds_of_pos,1,3,classical_heldout
AlgebraicGeometry.Proj.fromOfGlobalSections_resLE,1,6,classical_heldout
Polynomial.X_pow_sub_X_sub_one_irreducible,1,4,classical_heldout
IsZGroup.exponent_eq_card,1,3,classical_heldout
RatFunc.algebraMap_apply,1,6,classical_heldout
List.keys_kerase,1,3,classical_heldout
MeasureTheory.ofReal_integral_norm_eq_lintegral_enorm,1,4,classical_heldout
TopologicalSpace.IsOpenCover.exists_finite_nonempty_disjoint_clopen_cover,1,2,classical_heldout
CategoryTheory.Functor.shiftIso_add',0,,train
TensorProduct.gradedComm_of_tmul_of,1,11,classical_heldout
MeasurableEmbedding.gaussianReal_comap_apply,1,3,classical_heldout
Polynomial.card_support_le_one_iff_monomial,1,3,classical_heldout
WeierstrassCurve.preΨ_ne_zero,1,7,classical_heldout
SupClosed.insert_upperBounds,0,,train
QuotientGroup.exists_norm_mul_lt,1,6,classical_heldout
Polynomial.degree_pos_induction_on,1,3,classical_heldout
LipschitzWith.prodMk,0,,train
IsLindelof.inter_right,0,,train
Rat.AbsoluteValue.not_real_isEquiv_padic,1,3,classical_heldout
Polynomial.Chebyshev.S_sq_add_S_sq,1,7,classical_heldout
List.scanrM_eq_scanlM_reverse,0,,val
IsIrreducible.preimage_of_isPreirreducible_fiber,1,6,classical_heldout
Real.measure_ext_Ioo_rat,1,4,classical_heldout
MeasureTheory.eLpNorm_lt_top_iff_lintegral_rpow_enorm_lt_top,1,3,classical_heldout
CategoryTheory.ProjectiveResolution.add_extMk,1,5,classical_heldout
Asymptotics.isBigO_nat_atTop_induction_of_eventually_pos,1,3,classical_heldout
Ideal.mem_map_of_equiv,0,,train
NumberField.Units.mem_torsion,1,4,classical_heldout
continuous_from_compactlyGenerated,0,,train
HahnSeries.SummableFamily.hsum_equiv,1,6,classical_heldout
NumberField.IsCMField.indexRealUnits_eq_one_or_two,1,4,classical_heldout
Polynomial.factorial_smul_hasseDeriv,1,5,classical_heldout
Dense.smul,0,,train
CliffordAlgebra.ι_range_map_reverse,0,,train
Set.toFinset_univ,0,,train
Polynomial.Bivariate.pderiv_one_equivMvPolynomial,1,4,classical_heldout
LipschitzOnWith.cauchySeq_comp,1,3,classical_heldout
Convex.exists_subset_interior_convexHull_finset_of_isCompact,1,2,classical_heldout
IntermediateField.adjoin_finset_isCompactElement,1,3,classical_heldout
Matroid.exists_eRk_insert_eq_add_one_of_lt,1,3,classical_heldout
Complex.arg_nonneg_iff,1,3,classical_heldout
Equiv.Perm.support_ofSubtype,0,,test
AffineBasis.basisOf_vadd,1,5,classical_heldout
RootPairing.Base.height_ne_zero,1,2,classical_heldout
isIrreducible_iff_sInter,1,4,classical_heldout
InnerProductSpace.Core.inner_smul_right,0,,train
Summable.tsum_mul_tsum_eq_tsum_sum_antidiagonal,1,4,classical_heldout
NFA.cons_preimage_acceptsFrom,0,,train
ContinuousLinearEquiv.map_tsum,1,3,classical_heldout
Finsupp.prod_toMultiset,1,3,classical_heldout
ModelWithCorners.boundary_prod,1,5,classical_heldout
PowerSeries.X_pow_mul_cancel,1,4,classical_heldout
RingHom.isStandardSmooth_respectsIso,1,6,classical_heldout
HasCompactSupport.integral_Ioi_deriv_eq,1,3,classical_heldout
preimage_mul_closedBall,0,,train
SkewMonoidAlgebra.liftNC_mul,1,5,classical_heldout
Finite.card_subtype_le,1,2,classical_heldout
PFunctor.Approx.truncate_eq_of_agree,0,,train
FreeAbelianGroup.notMem_support_iff,1,4,classical_heldout
Finsupp.neLocus_zero_right,1,5,classical_heldout
Subgroup.dense_or_cyclic,1,4,classical_heldout
IsEvenlyCovered.homeomorph_comp_iff,0,,val
SimpleGraph.Subgraph.IsSpanning.card_verts,0,,train
CategoryTheory.ExtremalEpi.mk_of_hasEqualizers,1,4,classical_heldout
CategoryTheory.Equivalence.unit_inverse_comp,0,,train
Set.ncard_union_add_ncard_inter,1,4,classical_heldout
Algebra.IsSmoothAt.exists_notMem_smooth,1,5,classical_heldout
DiffeologicalSpace.ext,1,4,classical_heldout
WithLp.prod_norm_sq_eq_of_L2,1,6,classical_heldout
AddSubmonoid.iSup_mul,0,,test
Metric.exists_isCompact_closedBall,1,3,classical_heldout
PerfectClosure.natCast_eq_iff,1,10,classical_heldout
TopCat.snd_isOpenEmbedding_of_left,1,4,classical_heldout
MeasureTheory.withDensity_ofReal_mutuallySingular,1,3,classical_heldout
Topology.IsOpenEmbedding.locallyConnectedSpace,1,6,classical_heldout
TopCat.of_homeoOfIso,0,,train
Set.Icc_inter_Icc_eq_singleton,0,,train
MeasureTheory.measure_eq_top_of_subset_compl_sigmaFiniteSetWRT,1,2,classical_heldout
PowerSeries.map_subst,1,4,classical_heldout
CategoryTheory.FunctorCategory.prod_preservesColimits,1,3,classical_heldout
Nat.ordCompl_dvd_ordCompl_iff_dvd,1,3,classical_heldout
Manifold.IsImmersionAtOfComplement.congr_of_eventuallyEq,1,4,classical_heldout
SimpleGraph.linearIndependent_lapMatrix_ker_basis_aux,1,4,classical_heldout
SimpleGraph.IsTree.exists_vert_degree_one_of_nontrivial,1,4,classical_heldout
List.Vector.tail_ofFn,0,,train
GenContFract.succ_nth_conv'_eq_squashGCF_nth_conv',0,,train
Finset.filter_fst_eq_antidiagonal,0,,val
List.splitOnP_append_cons,0,,train
Subgroup.card_mul_index,1,7,classical_heldout
Matrix.det_updateCol_smul_left,1,7,classical_heldout
Algebra.TensorProduct.basisAux_tmul,1,3,classical_heldout
MeasureTheory.Lp.eLpNorm_exponent_top_lim_le_liminf_eLpNorm_exponent_top,1,6,classical_heldout
Set.Countable.substructure_closure,1,5,classical_heldout
IsSMulRegular.pow_iff,0,,train
Finset.Colex.isInitSeg_initSeg,0,,train
AlgebraicGeometry.targetAffineLocally_affineAnd_le,1,6,classical_heldout
Polynomial.degree_eq_degree_of_associated,1,4,classical_heldout
AlgebraicGeometry.AffineSpace.isIntegralHom_over_iff_isEmpty,1,3,classical_heldout
Pell.yn_modEq_two,0,,train
Continuous.memLp_of_hasCompactSupport,1,4,classical_heldout
Set.toFinset_union,0,,train
NumberField.IsCMField.map_unitsMulComplexConjInv_torsion,1,4,classical_heldout
Nat.factorization_zero,0,,train
Polynomial.Chebyshev.T_two,1,7,classical_heldout
Polynomial.map_cyclotomic,1,5,classical_heldout
groupHomology.δ₀_apply,1,4,classical_heldout
Finset.Ioi_disjUnion_Iio,0,,train
UniqueFactorizationMonoid.count_normalizedFactors_eq,1,3,classical_heldout
NonUnitalRingHom.zero_comp,0,,train
Matrix.nondegenerate_iff_det_ne_zero,1,4,classical_heldout
MulChar.ringHomComp_one,1,3,classical_heldout
PrimeSpectrum.isHomeomorph_comap_of_isPurelyInseparable,1,4,classical_heldout
CompletePseudometrizable.iInf,1,3,classical_heldout
AlgebraicTopology.DoldKan.map_hσ',1,6,classical_heldout
ProbabilityTheory.condIndepFun_iff_map_prod_eq_prod_comp_trim,1,3,classical_heldout
CliffordAlgebra.ι_mul_ι_mem_evenOdd_zero,0,,train
ProbabilityTheory.Kernel.lmarginalPartialTraj_le,1,4,classical_heldout
MeasureTheory.setIntegral_condExpL1CLM_of_measure_ne_top,1,3,classical_heldout
MeasureTheory.Measure.absolutelyContinuous_withDensity_rnDeriv,1,3,classical_heldout
Cardinal.toENat_lift,1,4,classical_heldout
CategoryTheory.ChosenPullbacksAlong.pullbackMap_comp,0,,train
MulAction.snd_mem_orbit_of_mem_orbit,0,,train
MeasureTheory.llr_tilted_left,1,4,classical_heldout
Module.Basis.toBasis_toOrthonormalBasis,1,5,classical_heldout
SimpleGraph.ComponentCompl.hom_eq_iff_not_disjoint,0,,train
SimpleGraph.regularityReduced_edges_card_aux,1,3,classical_heldout
LaurentPolynomial.degree_C_mul_T,1,5,classical_heldout
EisensteinSeries.e2Summand_even,1,5,classical_heldout
Submodule.rTensorOne'_tmul,0,,train
continuous_sInf_dom₂,0,,train
WeierstrassCurve.Projective.eval_polynomial,1,5,classical_heldout
Affine.Simplex.excenterWeightsUnnorm_restrict,1,4,classical_heldout
AlgebraicGeometry.Scheme.IdealSheafData.ker_subschemeι_app,1,5,classical_heldout
AlgebraicGeometry.topologically_isStableUnderComposition,0,,val
NumberField.maximalRealSubfield_eq_top_iff_isTotallyReal,1,4,classical_heldout
contMDiffWithinAt_comp_projIcc_iff,1,3,classical_heldout
Relation.cutExpand_iff,1,5,classical_heldout
derivWithin_fun_add,1,2,classical_heldout
Matroid.IsBasis.contract_isBasis_of_disjoint_indep,1,5,classical_heldout
IsCoprime.of_mul_right_right,0,,train
MeasureTheory.IsSetSemiring.pairwiseDisjoint_insert_disjointOfDiff,1,5,classical_heldout
Submodule.LinearDisjoint.map,0,,train
CochainComplex.HomComplex.Cochain.rightShift_rightUnshift,0,,train
OrderIso.strictConcaveOn_symm,0,,train
SSet.range_eq_iSup_sigma_ι,1,4,classical_heldout
ContMDiffSection.coe_zsmul,0,,train
Module.Relations.Solution.IsPresentation.desc_var,1,4,classical_heldout
liouvilleWith_one,1,3,classical_heldout
Polynomial.coeff_map_eq_comp,1,6,classical_heldout
NumberField.InfinitePlace.isReal_of_mk_isReal,1,5,classical_heldout
mfderiv_comp_apply,1,3,classical_heldout
Polynomial.lifts_and_degree_eq_and_monic,1,4,classical_heldout
HahnSeries.SummableFamily.powerSeriesFamily_hsum_zero,1,2,classical_heldout
AlgebraicGeometry.Scheme.Pullback.Triplet.tensorCongr_trans,1,6,classical_heldout
Matroid.restrict_isColoop_iff,1,4,classical_heldout
Set.powersetCard.mulActionHom_compl_mulActionHom_compl,0,,test
UpperHalfPlane.c_mul_im_sq_le_normSq_denom,1,3,classical_heldout
isTopologicalBasis_biInter_Ioi_Iio_of_generateFrom,1,3,classical_heldout
BoundedContinuousFunction.charAlgHom_apply,1,4,classical_heldout
Subgroup.pow_mem_of_index_ne_zero_of_dvd,1,4,classical_heldout
Rat.IsRat.isInt_round,1,5,classical_heldout
SubMulAction.exists_smul_of_last_eq,0,,val
Language.reverse_mul,0,,test
TopCat.prodIsoProd_hom_fst,1,3,classical_heldout
Finsupp.optionElim_some,1,3,classical_heldout
PEquiv.mul_toMatrix_apply,1,4,classical_heldout
MeasureTheory.integrable_martingalePart,1,3,classical_heldout
Ordinal.mul_sub,1,4,classical_heldout
frattini_le_comap_frattini_of_surjective,0,,train
Delone.DeloneSet.packingRadius_lt_dist_of_mem_ne,1,4,classical_heldout
MonoidAlgebra.liftNC_mul,1,5,classical_heldout
semicontinuous_restrict_iff,0,,train
IsUltrametricDist.norm_tprod_le,1,2,classical_heldout
Set.Ico_succ_left_eq_Ioo,1,2,classical_heldout
curveIntegral_restrictScalars,1,4,classical_heldout
Finset.card_mul_finset_lt_two,1,3,classical_heldout
PiLp.nnnorm_eq_sum,1,4,classical_heldout
ContMDiffWithinAt.clm_bundle_apply,1,5,classical_heldout
Polynomial.derivative_intCast,1,7,classical_heldout
Polynomial.isUnit_of_self_mul_dvd_separable,1,6,classical_heldout
MvPolynomial.killCompl_map,1,2,classical_heldout
Int.natAbs_le_self_sq,0,,train
CategoryTheory.ObjectProperty.shift_zero,0,,train
Matroid.isBasis_iff_empty_of_subset_loops,1,10,classical_heldout
Polynomial.reverse_natDegree_le,1,3,classical_heldout
List.rotate'_length_mul,0,,train
IsDiscrete.preimage',0,,train
CovBySMul.trans,1,2,classical_heldout
smul_closedBall'',0,,train
LieModule.isFaithful_iff_ker_eq_bot,0,,train
OmegaCompletePartialOrder.Chain.pair_zip_pair,0,,train
Polynomial.natDegree_lt_natDegree_iff,1,3,classical_heldout
Nat.doubleFactorial_le_factorial,0,,train
ProjectiveSpectrum.gc_set,0,,train
ProbabilityTheory.Kernel.withDensity_rnDeriv_eq_zero_iff_mutuallySingular,1,3,classical_heldout
Fin.accumulate_invAccumulate,1,6,classical_heldout
TopologicalSpace.ext_iff,0,,train
MeasureTheory.integral_mono_of_nonneg,1,2,classical_heldout
HomologicalComplex.HomologySequence.mono_homologyMap_τ₃,1,2,classical_heldout
Function.Periodic.map_vadd_multiples,0,,train
Turing.PartrecToTM2.trNormal_respects,1,7,classical_heldout
Equiv.Perm.closure_prime_cycle_swap,1,4,classical_heldout
SimpleGraph.Reachable.dist_anti,1,4,classical_heldout
Polynomial.le_trailingDegree_C_mul_X_pow,1,4,classical_heldout
cauchy_iInf_uniformSpace,0,,val
Nat.bitIndices_two_pow_mul,0,,train
Finset.prod_eq_mul,1,3,classical_heldout
AList.keys_subset_keys_of_entries_subset_entries,1,3,classical_heldout
continuousSMul_iff_stabilizer_isOpen,1,4,classical_heldout
Ring.krullDimLE_zero_and_isLocalRing_tfae,1,3,classical_heldout
BoxIntegral.Box.coe_ae_eq_Icc,1,3,classical_heldout
LinearMap.commute_transvections_iff_of_basis,1,2,classical_heldout
CategoryTheory.IsIso.of_epi_section',0,,train
Commute.add_pow_eq_zero_of_add_le_succ_of_pow_eq_zero,1,8,classical_heldout
SimpleGraph.Reachable.dist_triangle_left,1,2,classical_heldout
ContinuousLinearMapWOT.zero_apply,0,,test
IsUpperSet.exists_subset_ball,1,3,classical_heldout
Int.lt_zpow_succ_log_self,1,6,classical_heldout
IntermediateField.finrank_adjoin_simple_eq_one_iff,1,5,classical_heldout
ApproximatesLinearOn.antilipschitz,1,4,classical_heldout
Matroid.contract_closure_eq,1,6,classical_heldout
Set.EqOn.cancel_right,0,,train
Nat.dvd_iff_dvd_ofDigits,0,,test
groupHomology.chainsMap_f_0_comp_chainsIso₀,1,3,classical_heldout
CategoryTheory.Presieve.firstMap_eq_secondMap,1,2,classical_heldout
ENat.add_one_eq_coe_top_iff,0,,train
MeasurableEmbedding.mutuallySingular_map,1,4,classical_heldout
AbsoluteValue.exists_one_lt_lt_one_of_not_isEquiv,1,3,classical_heldout
HurwitzZeta.sinZeta_neg_two_mul_nat_sub_one,1,5,classical_heldout
MeasureTheory.Measure.map_snd_prod,1,4,classical_heldout
MeasureTheory.SimpleFunc.lintegral_eq_of_subset,1,3,classical_heldout
gauge_le_eq,1,3,classical_heldout
MulAction.IsBlockSystem.of_normal,1,5,classical_heldout
Congruent.index_equiv,0,,train
List.prod_isUnit,0,,train
List.keys_kreplace,0,,train
DFinsupp.single_eq_of_sigma_eq,0,,train
Complex.nnnorm_real,1,5,classical_heldout
Finset.prod_cons',0,,train
Metric.coveringNumber_two_mul_le_externalCoveringNumber,1,4,classical_heldout
IsCyclotomicExtension.singleton_one_of_bot_eq_top,1,3,classical_heldout
Stream'.Seq.dropn_tail,0,,train
Complex.eq_const_of_exists_le,1,3,classical_heldout
AbstractCompletion.map_unique,1,3,classical_heldout
IsCompact.elim_nhdsWithin_subcover,1,2,classical_heldout
CategoryTheory.DifferentialObject.eqToHom_f',0,,train
NNRealRMK.le_rieszMeasure_of_isCompact_tsupport_subset,1,2,classical_heldout
ProbabilityTheory.IndepFun.integrable_mul,1,5,classical_heldout
Mathlib.Tactic.FieldSimp.NF.eval_cons,1,3,classical_heldout
Multiset.filter_nsmul,0,,train
measurable_lineDeriv,1,4,classical_heldout
SimpleGraph.measurableEmbedding_edgeSet,1,4,classical_heldout
Class.sInter_apply,0,,train
groupHomology.mem_cycles₁_iff,1,7,classical_heldout
exteriorPower.ιMultiDual_apply_nondiag,1,3,classical_heldout
Multiset.count_eq_of_nodup,1,4,classical_heldout
Submodule.IsPrimary.radical_colon_singleton_eq_ite,0,,train
Complex.re_eq_ofReal_of_isSelfAdjoint,1,5,classical_heldout
TopologicalSpace.Opens.isCompactElement_iff,1,3,classical_heldout
LinearMap.IsRefl.ker_flip,0,,train
Real.Angle.cos_sub_pi_div_two,1,4,classical_heldout
ModularForm.mul_slash,1,3,classical_heldout
Algebra.PreSubmersivePresentation.isUnit_jacobian_of_linearIndependent_of_span_eq_top,1,2,classical_heldout
Mathlib.Meta.NormNum.isNNRat_eq_false,0,,train
Ideal.exists_not_mem_forall_mem_of_ne_of_liesOver,1,3,classical_heldout
Polynomial.isMonicOfDegree_sub_add_two,1,3,classical_heldout
PowerSeries.HasEval.add,1,6,classical_heldout
ContMDiff.comp,1,8,classical_heldout
IsFoelner.tendsto_nhds_mean,1,5,classical_heldout
Matrix.det_add_mul,1,4,classical_heldout
CategoryTheory.Limits.factorThruImageSubobject_comp_self,1,4,classical_heldout
Submodule.set_smul_eq_iSup,0,,val
isLindelof_open_iff_eq_countable_iUnion_of_isTopologicalBasis,1,3,classical_heldout
Nat.ordProj_dvd_ordProj_iff_dvd,1,4,classical_heldout
Associates.eq_pow_find_of_dvd_irreducible_pow,1,2,classical_heldout
IsFractionRing.ringHom_fieldRange_eq_of_comp_eq_of_range_eq,1,9,classical_heldout
Finset.prod_add_prod_le',1,2,classical_heldout
orderOf_map_dvd,1,4,classical_heldout
le_minSmoothness,1,2,classical_heldout
Polynomial.eq_zero_of_homogenize_eq_zero,1,3,classical_heldout
OrderEmbedding.preimage_Icc,0,,train
quadraticChar_neg_one,1,3,classical_heldout
MvPolynomial.eval₂Hom_comp_C,1,4,classical_heldout
eqOn_iteratedDerivWithin_cotTerm_integerComplement,1,4,classical_heldout
Finset.intervalGapsWithin_snd_le,1,4,classical_heldout
LaurentPolynomial.toLaurent_reverse,1,4,classical_heldout
ruzsaSzemerediNumberNat_asymptotic_lower_bound,1,3,classical_heldout
Set.mem_Icc_Ico_Ioc_Ioo_of_subset_of_subset,1,2,classical_heldout
HahnSeries.orderTop_le_of_coeff_ne_zero,1,3,classical_heldout
irreducible_units_mul,0,,train
Function.Antiperiodic.add_zsmul_eq,1,12,classical_heldout
List.forall_tfae,0,,train
ProbabilityTheory.Kernel.singularPart_eq_zero_iff_measure_eq_zero,1,4,classical_heldout
inner_map_polarization,1,5,classical_heldout
NNRat.cast_mul_of_ne_zero,1,6,classical_heldout
NumberField.mixedEmbedding.measurableSet_fundamentalCone,1,2,classical_heldout
collapse_of_mem,0,,train
Collinear.oangle_sign_of_sameRay_vsub,1,2,classical_heldout
Sum.update_elim_inl,1,5,classical_heldout
MeasurableSet.exists_isClosed_diff_lt,1,6,classical_heldout
IsLocalization.ne_zero_of_mk'_ne_zero,1,7,classical_heldout
Ideal.hasBasis_nhds_zero_adic,1,12,classical_heldout
MeasureTheory.integrable_mconv_iff,1,4,classical_heldout
CStarMatrix.toCLM_apply_eq_sum,1,4,classical_heldout
SimpleGraph.Walk.snd_takeUntil,1,5,classical_heldout
FirstOrder.Language.PartialEquiv.toEquiv_inclusion,0,,train
FirstOrder.Language.Theory.isSatisfiable_union_distinctConstantsTheory_of_card_le,1,2,classical_heldout
εNFA.mem_εClosure_iff_exists,0,,train
unitary_iff_isStarNormal_and_spectrum_subset_unitary,1,4,classical_heldout
ProbabilityTheory.Kernel.densityProcess_mono_kernel_left,1,4,classical_heldout
FloorSemiring.tendsto_pow_div_factorial_atTop,1,8,classical_heldout
CategoryTheory.Limits.Types.FilteredColimit.rel_eq_eqvGen_colimitTypeRel,0,,val
gal_X_pow_sub_C_isSolvable,1,2,classical_heldout
ProbabilityTheory.variance_add,1,4,classical_heldout
PhragmenLindelof.quadrant_I,1,3,classical_heldout
List.getElem_set_of_ne,0,,train
Multiset.coe_consEquiv_of_ne,0,,train
SkewMonoidAlgebra.coeff_mul_single_aux,1,2,classical_heldout
StrictConvexOn.map_sum_eq_iff',1,4,classical_heldout
CategoryTheory.Abelian.Ext.contravariant_sequence_exact₂',1,3,classical_heldout
HurwitzZeta.completedHurwitzZetaEven_one_sub,1,5,classical_heldout
NumberField.InfinitePlace.IsUnramified.comap_algHom,1,3,classical_heldout
Finset.map_add_left_Ioc,1,9,classical_heldout
Module.Basis.toDual_toDual,1,3,classical_heldout
Nat.count_nth,1,3,classical_heldout
IsGδ.dense_biUnion_interior_of_closed,1,7,classical_heldout
CategoryTheory.Functor.isIso_of_isLeftDerivedFunctor_of_inverts,1,6,classical_heldout
Equiv.Perm.IsCycleOn.exists_pow_eq,1,4,classical_heldout
Subgroup.exists_leftTransversal_of_FiniteIndex,1,3,classical_heldout
GaloisField.card,1,3,classical_heldout
ProbabilityTheory.IsMeasurableRatCDF.tendsto_stieltjesFunction_atBot,1,3,classical_heldout
MvPowerSeries.WithPiTopology.summable_prod_of_tendsto_weightedOrder_atTop_nhds_top,1,3,classical_heldout
Squarefree.pow_dvd_of_squarefree_of_pow_succ_dvd_mul_left,1,3,classical_heldout
evalRingHom_mapMatrix_comp_compRingEquiv,1,8,classical_heldout
PiNat.isOpen_iff_dist,1,3,classical_heldout
InnerProductGeometry.cos_angle_add_of_inner_eq_zero,1,3,classical_heldout
MeasureTheory.Measure.bind_dirac,1,4,classical_heldout
IsOpen.exists_between_affineIndependent_span_eq_top,1,2,classical_heldout
Polynomial.ker_mapRingHom,1,5,classical_heldout
Cardinal.extend_function_finite,1,3,classical_heldout
EuclideanGeometry.dist_orthogonalProjection_eq_iff_angle_eq,1,2,classical_heldout
ENNReal.lintegral_mul_le_Lp_mul_Lq,1,4,classical_heldout
Polynomial.eq_of_dvd_of_natDegree_le_of_leadingCoeff,1,3,classical_heldout
Set.maximal_iff_forall_insert,0,,train
NumberField.IsCMField.complexConj_eq_self_iff,1,2,classical_heldout
InnerProductSpace.laplacianWithin_univ,1,4,classical_heldout
RestrictedProduct.mulSingle_zpow,1,5,classical_heldout
CategoryTheory.RegularMono.strongMono,0,,train
IsSepClosed.exists_root_C_mul_X_pow_add_C_mul_X_add_C,1,2,classical_heldout
SimpleGraph.disjoint_sdiff_neighborFinset_image,1,7,classical_heldout
WeierstrassCurve.c₆_of_isCharThreeJNeZeroNF_of_char_three,0,,train
FreeGroup.Red.cons_cons_iff,0,,test
OpenPartialHomeomorph.subtypeRestr_symm_trans_subtypeRestr,1,6,classical_heldout
Array.pairwise_pair,0,,train
ProbabilityTheory.gaussianReal_conv_gaussianReal,1,4,classical_heldout
IsHausdorff.of_map,0,,train
Prop.exists_iff,1,3,classical_heldout
Polynomial.nextCoeff_of_natDegree_pos,0,,train
MeasureTheory.integral_subtype_comap,1,3,classical_heldout
Multiset.noncommFoldr_eq_foldr,0,,train
IntermediateField.Lifts.union_isExtendible,1,2,classical_heldout
CategoryTheory.Limits.preservesLimitsOfShape_of_equiv,1,3,classical_heldout
SemiconjBy.conj_mk,0,,train
MonoidHom.measurePreserving,1,3,classical_heldout
Metric.coveringNumber_le_one_of_ediam_le,1,4,classical_heldout
ProbabilityTheory.Kernel.measurable_densityProcess_aux,1,4,classical_heldout
MvPolynomial.eval₂Hom_congr,1,4,classical_heldout
Module.End.HasUnifEigenvalue.mem_spectrum,1,4,classical_heldout
Tendsto.isLindelof_insert_range_of_coLindelof,1,2,classical_heldout
SimpleGraph.Subgraph.connected_sup,1,8,classical_heldout
Matrix.smul_single,0,,train
Choose.choose_modEq_choose_mod_mul_choose_div_nat,1,4,classical_heldout
ONote.fundamentalSequence_has_prop,1,5,classical_heldout
linearIndependent_le_span'',1,3,classical_heldout
LipschitzWith.integral_lineDeriv_mul_eq,1,3,classical_heldout
Finset.four_functions_theorem,1,6,classical_heldout
MvPFunctor.M.dest'_eq_dest',0,,train
Fin.take_zero,0,,train
List.ranges_length,0,,train
Set.toFinset_compl,0,,val
card_algHom_le_finrank,1,4,classical_heldout
InnerProductGeometry.norm_add_eq_add_norm_of_angle_eq_zero,1,3,classical_heldout
CategoryTheory.GrothendieckTopology.sheafificationWhiskerRightIso_inv_app,1,4,classical_heldout
